Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
La Trappe Bockbier;Bock - Traditional;Bierbrouwerij De Koningshoeven B.V.;Bierbrouwerij De Koningshoeven B.V. La Trappe Bockbier;Notes:This unique seasonal product is the world’s only Trappist bock ale. Brewed exclusively with natural ingredients, this ale post-ferments slightly in its bottle. It has a deep red colour, an intensely rich taste, and a malty aroma. Aromatic hop varieties and types of burnt malt render this ale its delicate bitterness that blends surprisingly well with its slightly sweet undertone.\t;7.0;20.0;30.0;15;58;17.0;35;77;22;0;39;38.0;21;106.0
Christmas Bock;Bock - Traditional;Mahrs-Bräu;Mahrs-Bräu Mahr's Christmas Bock;Notes:;6.0;20.0;30.0;26;50;19.0;41;86;24;1;23;52.0;39;107.0
Noche Buena;Bock - Traditional;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Noche Buena;Notes:;5.9;;30.0;15;30;8.0;21;57;7;0;11;26.0;7;70.0
Schell's Bock;Bock - Traditional;August Schell Brewing Company;August Schell Brewing Company Schell's Bock;Notes:Each year the promise of spring was confirmed as the first keg of Schell's Bock rolled onto waiting delivery wagons. And since 1860, Schell's Bock has continued in the true German tradition. Completely reformulated for 2009, Schell's Bock has replaced Caramel Bock as our late winter seasonal. Brewed with a harmonious blend of 10 different types of malt and noble hops, Schell's Bock is fermented slowly, and then lagered for an extended period of time to ensure a smooth finish. Perfect for passing even the coldest winter day.This dark amber colored beer sports a robust malt character.\t;6.1;20.0;30.0;21;60;21.0;23;95;23;2;37;33.0;6;152.0
Schokolade Bock;Bock - Traditional;Millstream Brewing Company;Millstream Brewing Company Millstream Schokolade Bock;"Notes:Just in time for the holidays is our special treat. A dark and chewy bock beer. Around November you'll find 'chocolate bock' on tap down at the brewery.No other beer has a more pure and intense malt character as a true Bock. Many large breweries in the U.S. have diluted the original strength of this beer, but we make the real thing. The body of this beer is rich, making it a good beer to warm up to during those ""special"" Iowa winters. The blackened malt that we use in it gives the brew a slight hint of chocolate. Its a smooth brew, having been lagered for over a month in our cellars, in true bock style.46 IBU\t";6.0;20.0;;11;88;5.0;39;88;6;0;7;21.0;4;159.0
Saranac Chocolate Lager;Bock - Traditional;Matt Brewing Company;Matt Brewing Company Saranac Chocolate Lager;Notes:Saranac Chocolate Lager is a sinfully delicious deep amber lager made with certified organic cacao from Belize. Our brewers looked far and wide for the highest quality cacao to create a smooth chocolaty taste that only comes from the most exclusive cacao plants. We used the roasted seeds of these decadent plants and perfectly paired them with caramel malt and German Hallertau hops to create a malty chocolate sweet flavor. You'll love savoring this beer with your favorite holiday foods or on its own for a delicious treat!15 IBU\t;;;30.0;29;136;16.0;75;114;9;1;6;51.0;5;199.0
Brother Benedict's Bock;Bock - Traditional;Granite City Food & Brewery;Granite City Food & Brewery Brother Benedict's Bock;Notes:A German style lager, our Bock carries a brownish color, a medium body, and a mouthwatering smoothness from the wonderful malt flavor.\t;5.1;20.0;30.0;7;55;7.0;10;89;10;0;7;15.0;3;114.0
Winterbock;Bock - Traditional;Atwater Block Brewery;Atwater Block Brewery Atwater Winter Bock;Notes:;;20.0;;13;44;24.0;39;91;27;0;33;41.0;13;110.0
Creemore Springs UrBock;Bock - Traditional;Creemore Springs Brewery Limited;Creemore Springs Brewery Limited Creemore Springs UrBock;Notes:Bock beers gained notoriety in Munich back in 1612. All the Bavarian nobles were drinking fashionable northern ales known as Einbeck Bier. So Duke Maximillian I of Munich hired his own northern brewmaster, who created a lager similar in character but superior in taste. It won back the local aristocrats. Inspired by his entrepreneurial spirit we started brewing our own urBock – rich, ruby-hued beer with subtle, dark roasted flavours. It’s an aristocratic beer but rest assured, you needn’t be a Duke to enjoy it.28 IBU\t;6.0;20.0;30.0;9;54;11.0;34;85;18;0;29;45.0;9;115.0
Mountain Holidays In Vermont;Bock - Traditional;Rock Art Brewery;Rock Art Brewery Mountain Holidays In Vermont Rich Creamy Bock Lager;Notes:;;20.0;30.0;12;74;12.0;48;88;22;1;25;47.0;26;119.0
Huber Bock Beer;Bock - Traditional;Minhas Craft Brewery;Minhas Craft Brewery Huber Bock Beer;Notes:;5.5;20.0;30.0;7;67;8.0;39;80;17;1;17;26.0;8;105.0
Kozlak;Bock - Traditional;Browar Amber;Browar Amber Kozlak;Notes:;6.5;20.0;30.0;10;41;20.0;23;86;18;0;33;23.0;11;113.0
Nero's 1st Century Double Dark Malt Ale;Bock - Traditional;Amarcord Birra Artigianale Italiana;Amarcord Birra Artigianale Italiana Nero's 1st Century Double Dark Malt Ale;Notes:;8.0;20.0;30.0;13;41;20.0;23;97;36;0;46;26.0;13;81.0
Bokbier;Bock - Traditional;Jopen Bier BV Haarlem;Jopen Bier BV Haarlem Jopen Bokbier;Notes:;;20.0;300.0;23;47;10.0;34;68;30;2;31;16.0;9;106.0
Mönchshof Bockbier;Bock - Traditional;Kulmbacher Brauerei AG;Kulmbacher Brauerei AG Mönchshof Bockbier;Notes:;6.9;;30.0;12;40;20.0;31;92;33;3;41;37.0;6;91.0
Battlefield Bock;Bock - Traditional;Red Oak Brewery;Red Oak Brewery Battlefield Bock;Notes:From the brewery: Battlefield Bock is a smooth and creamy Bavarian Style Bock Lager. It is brewed with our proprietary blend of Bavarian Dark Roasted Malts giving it a distinct taste with hints of coffee and chocolate. We add Noble Czech Saaz Hops to balance the flavor of this rich full bodied lager. Battlefield Bock is slow cold aged for a minimum of 8 weeks.\t;6.5;;30.0;9;74;7.0;44;59;5;0;4;26.0;8;84.0
Chouffe-Bok 6666;Bock - Traditional;Brasserie d'Achouffe;Brasserie d'Achouffe Chouffe-Bok;"Notes:CHOUFFE BOK 6666 is a seasonal beer brewed especially for the Netherlands. The ""Bok"" beers traditionally appear on the Dutch market at the end of September. CHOUFFE BOK 6666 stands out thanks to its coppery robe, its fresh, fruity nose and a pleasant roundness in the mouth, ending with a hint of bitterness.\t";6.66;20.0;30.0;15;50;18.0;38;103;55;0;56;38.0;33;101.0
Christoffel Bokbier;Bock - Traditional;Bierbrouwerij Sint Christoffel B.V;Bierbrouwerij Sint Christoffel B.V Christoffel Bokbier;Notes:Also known as Christoffel Bock\t;;20.0;30.0;8;55;23.0;25;114;29;0;54;31.0;6;95.0
Aass Bock;Bock - Traditional;Aass Brewery;Aass Brewery Aass Bock;Notes:;6.5;20.0;30.0;5;49;14.0;34;81;15;0;21;;3;76.0
Stegmaier Brewhouse Bock;Bock - Traditional;Lion Brewery, Inc.;Lion Brewery, Inc. Stegmaier Brewhouse Bock;Notes:;6.6;20.0;300.0;8;53;19.0;19;86;17;0;21;18.0;4;101.0
Bock De Joliette;Bock - Traditional;Micro-Brasserie L'Alchimiste;Micro-Brasserie L'Alchimiste Bock De Joliette;Notes:;6.1;20.0;30.0;9;31;;33;65;33;0;36;37.0;4;74.0
Dreher Bak;Bock - Traditional;Dreher Brewery;Dreher Brewery Dreher Bak;Notes:;7.3;20.0;30.0;8;62;23.0;57;63;10;0;11;38.0;4;91.0
Indian Brown Ale;Brown Ale - American;Dogfish Head Brewery;Dogfish Head Brewery Indian Brown Ale;Notes:Also known as Indian Brown Dark IPAForget about the car companies, this is the original hybrid. A cross between a Scotch Ale, an India Pale Ale and an American Brown, Indian Brown Ale is well-hopped and malty at the same time (It's magical!).The beer has characteristics of each style that inspired it: the color of an American Brown, the caramel notes of a Scotch Ale, and the hopping regiment of an India Pale Ale. We dry-hop the Indian Brown Ale in a similar fashion to our 60 Minute IPA and 90 Minute IPA. This beer is brewed with Aromatic barley and organic brown sugar.50 IBU\t;7.2;25.0;45.0;10;42;18.0;82;53;13;0;15;71.0;6;93.0
Palo Santo Marron;Brown Ale - American;Dogfish Head Brewery;Dogfish Head Brewery Palo Santo Marron;"Notes:An unfiltered, unfettered, unprecedented brown ale aged in handmade wooden brewing vessels. The caramel and vanilla complexity unique to this beer comes from the exotic Paraguayan Palo Santo wood from which these tanks were crafted. Palo Santo means ""holy tree,"" and its wood has been used in South American wine-making communities.50 IBU\t";12.0;25.0;45.0;13;52;29.0;34;65;9;1;24;14.0;27;88.0
Hazelnut Brown Nectar;Brown Ale - American;Rogue Ales;Rogue Ales Hazelnut Brown Nectar;Notes:13 Ingredients:Malts: Harrington, Klages, Munich, Hugh Baird Brown, Carastan 13-17, Crystal 70-80, Crystal 135-165 & Beeston Chocolate.Hops: Perle and Sterling.Specialty: Hazelnut Nectar.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.14 Plato33 IBU73.6 AA36 L\t;5.6;25.0;45.0;6;66;9.0;32;77;8;0;21;27.0;14;157.0
Moose Drool Brown Ale;Brown Ale - American;Big Sky Brewing Company;Big Sky Brewing Company Moose Drool Brown Ale;"Notes:It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops.\t";5.1;;45.0;9;52;4.0;49;57;5;0;7;36.0;10;101.0
Old Brown Dog;Brown Ale - American;Smuttynose Brewing Company;Smuttynose Brewing Company Smuttynose Old Brown Dog Ale;Notes:Old Brown Dog has been cited as a classic example of the “American Brown Ale” style of beer. Compared to a typical English Brown Ale, Old Brown Dog is fuller-bodied and more strongly hopped.18 IBU\t;6.7;25.0;45.0;14;37;9.0;51;50;5;0;5;58.0;3;91.0
Coffee Bender;Brown Ale - American;Surly Brewing Company;Surly Brewing Company Coffee Bender;Notes:Bender steeped cold for 24 hours in coarsely ground coffee beans from the Vinca Vista Hermosa plantation in Guatemala.\t;5.5;25.0;45.0;28;87;9.0;139;66;16;0;10;64.0;15;207.0
Wilco Tango Foxtrot;Brown Ale - American;Lagunitas Brewing Company;Lagunitas Brewing Company Wilco Tango Foxtrot;Notes:Rich, smooth, dangerous, and chocolatey. It's a big ol' hoppy Imperial Brown Ale to help you with your slippery slide on into the heat of the night.\t;7.85;25.0;45.0;8;72;15.0;92;70;33;0;30;95.0;3;124.0
Brown Ale;Brown Ale - American;Brooklyn Brewery;Brooklyn Brewery Brooklyn Brown Ale;Notes:This is the award-winning original American brown ale, first brewed as a holiday specialty, and now one of our most popular beers year-round. Northern English brown ales tend to be strong and dry, while southern English brown ales are milder and sweeter. Brooklyn Brown Ale combines the best of those classic styles and then adds an American accent in the form of a firm hop character and roasty palate. A blend of six malts, some of them roasted, give this beer its deep russet-brown color and complex malt flavor, fruity, smooth and rich, with a caramel, chocolate and coffee background. Generous late hopping brings forward a nice hop aroma to complete the picture. Brooklyn Brown Ale is full-flavored but retains a smoothness and easy drinkability that has made it one of the most popular dark beers in the Northeast.\t;5.6;25.0;45.0;15;70;4.0;43;60;6;0;2;33.0;1;109.0
Ellie's Brown Ale;Brown Ale - American;Avery Brewing Company;Avery Brewing Company Ellie's Brown Ale;Notes:Chocolate malt gives this beer a brown sugar maltiness with hints of vanilla and nuts, while subtle hopping gives it an overall drinkability that’s second to none.IBUs: 17\t;5.5;25.0;;10;48;80.0;40;48;3;0;5;31.0;9;98.0
Bender;Brown Ale - American;Surly Brewing Company;Surly Brewing Company Bender;Notes:Here's what happens when substance meets smooth. This oatmeal brown ale defies traditional categories. Bender begins crisp and lightly hoppy, complemented by the velvety sleekness oats deliver. Belgian and British malts usher in cascades of cocoa, coffee, carmel and hints of vanilla and cream. An easy-drinking ale with many layers of satisfaction.\t;5.5;;;10;75;12.0;62;71;6;0;8;47.0;11;155.0
Sumatra Mountain Brown;Brown Ale - American;Founders Brewing Company;Founders Brewing Company Founders Sumatra Mountain Brown;Notes:This bold, imperial brown ale gets its body from a team of malts including Caramel malt for sweetness, flaked barley for dense foam, a bit of Chocolate malt for its deep color and Aromatic and Munich malts to add even more depth. German and Perle hops add a touch of bitterness to balance the malty sweetness. The addition of rich Sumatra coffee takes this perfectly balanced imperial brown ale to a decadent level.\t;9.0;25.0;45.0;8;103;27.0;106;105;9;3;12;33.0;13;218.0
Koko Brown;Brown Ale - American;Kona Brewing Co.;Kona Brewing Co. Koko Brown;Notes:Koko Brown's distinctive, nutty aroma and flavor comes from real, toasted coconut blended into each brew. One sip of this smooth, mahogany colored ale and you'll feel like you're on a warm, sun drenched beach in Hawaii. Crack one open!\t;5.5;25.0;45.0;8;43;7.0;25;43;4;0;61;23.0;3;80.0
Pecan Ale;Brown Ale - American;Abita Brewing Co.;Abita Brewing Co. Pecan Harvest Ale;Notes:Formerly Pecan Harvest AlePecan Harvest Ale is made with real Louisiana pecans that have been toasted to perfection. That makes it something really special, because most beers with a nutty flavor or aroma aren’t made with real nuts. The natural oils from the Louisiana pecans give the ale a light pecan finish and aroma.20 IBU\t;5.2;25.0;45.0;11;37;6.0;19;44;6;0;7;24.0;4;146.0
Maple Nut Brown Ale;Brown Ale - American;Tommyknocker Brewery;Tommyknocker Brewery Maple Nut Brown Ale;Notes:A touch of Maple Syrup is added to each barrel of our award winning Maple Nut Brown Ale to impart a roasted sweetness. This addition balances the nut flavor produced by Munich, caramel and chocolate malts used in the brewhouse, producing a drinkable brown ale.\t;4.5;25.0;45.0;7;53;5.0;12;99;1;0;1;11.0;3;130.0
Rocky's Revenge Bourbon Brown;Brown Ale - American;Tyranena Brewing Company;Tyranena Brewing Company Rocky's Revenge Bourbon Brown;Notes:Deep in the darkest depths of Rock Lake dwells a great saurian known today as Rocky. The legend of Rocky is old. The ancient inhabitants of Aztalan warned of the beast by building a giant serpent mound at the lake's edge. The early residents of Lake Mills were forewarned of a guardian placed in its lake to protect its sacred stone tepees. And history tells of numerous encounters with Rocky, who became a source of great worry and fear. Although not seen for over a century, divers still experience a feeling of dread and being watched. Enjoy Rocky's Revenge, our offering to this legendary protector of Tyranena.\t;6.0;25.0;45.0;9;59;46.0;18;60;0;0;5;16.0;19;128.0
Brekle's Brown;Brown Ale - American;Anchor Brewing Company;Anchor Brewing Company Brekle's Brown;Notes:Single hopped with Citra.\t;6.0;25.0;45.0;21;49;7.0;61;60;29;0;42;64.0;0;82.0
Bellaire Brown Ale;Brown Ale - American;Short's Brewing Company;Short's Brewing Company Short's Bellaire Brown Ale;Notes:Bellaire Brown is our flagship Brown Ale. Full-flavored with notes of sweet caramel, chocolate, and toasted malt, Bellaire Brown is balanced with a mild and earthy hop quality. This ale is dark and rich with a medium body. It’s hardly classifiable as a brown, but is certainly considered a delicious masterpiece.Bellaire Brown was originally created to appeal to people who enjoyed drinking coffee, and to beer drinkers who are not interested in hoppy options. When Joe Short was creating the Bellaire Brown recipe, he desired a beer that was meatier and burlier than most browns. Bellaire Brown is a great gate-way beer for drinkers to be introduced to darker beer varieties.19 IBU\t;7.0;25.0;45.0;11;63;10.0;24;72;5;0;11;22.0;4;118.0
George;Brown Ale - American;Hill Farmstead Brewery;Hill Farmstead Brewery George;Notes:George was our grandfather’s brother, and Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.George is our American Brown Ale. Hopped, rightfully so, with Centennial, Cascade, and a touch of Columbus…\t;6.0;;45.0;14;68;5.0;66;58;16;0;19;67.0;7;133.0
Brown Ale;Brown Ale - American;The Duck-Rabbit Craft Brewery;The Duck-Rabbit Craft Brewery Duck-Rabbit Brown Ale;Notes:The Duck-Rabbit Brown Ale is an American brown brewed with loads of hops from start to finish (it's hoppy and beautifully bitter). Amarillo boil hops provide a spicy citrusy bitterness. Saaz dry hops offer a refined flowery aroma. These hops are supported by seven varieties of malt. The Duck-Rabbit Brown Ale is a great choice for anyone who appreciates assertive hops and nutty toasted malt flavors – oh yeah!\t;5.6;25.0;45.0;15;71;;93;47;12;1;13;97.0;10;99.0
Dos Perros;Brown Ale - American;Yazoo Brewing Company;Yazoo Brewing Company Dos Perros;Notes:Many Mexican beer styles today are descendants of old Austrian styles, from when Austria ruled Mexico in the late 19th century. Our Dos Perros is made with German Munich malt, English Pale malt, and Chocolate malt, and hopped with Perle and Saaz hops. To lighten the body, as many Mexican brewers do, we add a small portion of flaked maize. The result is a wonderfully bready malt aroma, balanced with some maize sweetness and a noble hop finish.21 IBU\t;4.9;25.0;45.0;12;52;1.0;29;56;4;2;5;25.0;8;127.0
